metric;story;roi;max_corr;mean_corr;n_voxels;vox_gt_0.1;vox_gt_0.2;vox_gt_0.3
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;mord_in_sunningdale;Thalamus_L.nii;0.055592634464824604;-0.00244918;442;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;koenig_pest;Caudate_R.nii;0.055553506;-0.000827328;137;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Ant_parahippocampal_gyrus_L.nii;0.055364300973066716;-0.001657125;262;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Ant_parahippocampal_gyrus_R.nii;0.055364300973066716;-0.001657125;262;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;EC_cortex_L.nii;0.055364300973066716;-0.005861957;194;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;PCC.nii;0.055185864;-0.012986007;652;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;PCC.nii;0.054975952869057015;-0.003186742;652;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;Occipital_Fusiform_Gyrus_R.nii;0.054593706;-0.000988763;274;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;Occipital_Fusiform_Gyrus_L.nii;0.054593706;-0.000988763;274;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;mord_in_sunningdale;Occipital_Fusiform_Gyrus_R.nii;0.054585711241272275;-0.004251432;274;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;mord_in_sunningdale;Occipital_Fusiform_Gyrus_L.nii;0.054585711241272275;-0.004251432;274;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;Post_Temporal_Fusiform_Cortex_L.nii;0.054398459973795485;0.001213988;237;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;Post_Temporal_Fusiform_Cortex_R.nii;0.054398459973795485;0.001213988;237;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;lebendig_begraben;tempo_middle_temporal_gyrus_R.nii;0.054395678245052315;-0.030064474;276;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;lebendig_begraben;tempo_middle_temporal_gyrus_L.nii;0.054395678245052315;-0.030064474;276;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;fuenf_apfelsinenkerne;Caudate_L.nii;0.054341794;-0.001411551;152;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;das_manuskript_in_der_flasche;Post_parahippocampal_gyrus_R.nii;0.054326331;-0.011736041;107;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;das_manuskript_in_der_flasche;Post_parahippocampal_gyrus_L.nii;0.054326331;-0.011736041;107;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;die_schwarze_katze;Thalamus_R.nii;0.054260958;0.001166852;409;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;ligeia;Amygdyla_R.nii;0.054238251;0.001172637;111;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_fall_stretelli;Post_parahippocampal_gyrus_R.nii;0.054229709;0.005194388;107;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_fall_stretelli;Post_parahippocampal_gyrus_L.nii;0.054229709;0.005194388;107;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;ligeia;Caudate_L.nii;0.053861594;0.001324627;152;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;lebendig_begraben;Post_Temporal_Fusiform_Cortex_L.nii;0.053546229;-0.007353585;237;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;lebendig_begraben;Post_Temporal_Fusiform_Cortex_R.nii;0.053546229;-0.007353585;237;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;die_schwarze_katze;Ant_Sup_Temporal_gyrus_R.nii;0.053496379;0.006970577;46;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;die_schwarze_katze;Ant_Sup_Temporal_gyrus_L.nii;0.053496379;0.006970577;46;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;mord_in_sunningdale;Amygdyla_L.nii;0.053494420977308506;1.6782866462319692e-05;105;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;fuenf_apfelsinenkerne;Post_Temporal_Fusiform_Cortex_L.nii;0.053493069;-0.002054443;237;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;fuenf_apfelsinenkerne;Post_Temporal_Fusiform_Cortex_R.nii;0.053493069;-0.002054443;237;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;fuenf_apfelsinenkerne;Post_Inf_temporal_gyrus_L.nii;0.053131863;0.001142158;129;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;fuenf_apfelsinenkerne;Post_Inf_temporal_gyrus_R.nii;0.053131863;0.001142158;129;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;koenig_pest;Hippocampus_L.nii;0.052980803;-0.005086343;191;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;ligeia;Ant_Temporal_Fusiform_Cortex_R.nii;0.052153068;-0.008714017;70;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;ligeia;Ant_Temporal_Fusiform_Cortex_L.nii;0.052153068;-0.008714017;70;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;EC_cortex_R.nii;0.052044337;-0.000847026;203;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;IFC_pars_opercularis_L.nii;0.051641207873567165;-0.004906037;163;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;IFC_pars_opercularis_R.nii;0.051641207873567165;-0.004906037;163;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;fuenf_apfelsinenkerne;Caudate_R.nii;0.051609350567928175;0.000640256;137;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;fuenf_apfelsinenkerne;Hippocampus_L.nii;0.051197318;-0.00334619;191;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;maupassant_hand;Thalamus_R.nii;0.050927423906544936;-0.001009836;409;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;die_schwarze_katze;Ant_parahippocampal_gyrus_L.nii;0.050706315;-0.000585154;262;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;die_schwarze_katze;EC_cortex_R.nii;0.050706315;0.00221756;203;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;die_schwarze_katze;Ant_parahippocampal_gyrus_R.nii;0.050706315;-0.000585154;262;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_fall_stretelli;Ant_parahippocampal_gyrus_L.nii;0.050680605133986076;0.005765421;262;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_fall_stretelli;Ant_parahippocampal_gyrus_R.nii;0.050680605133986076;0.005765421;262;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;die_maske_des_roten_todes;Putamen_L.nii;0.050538221381081334;-7.99E-05;278;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;die_schwarze_katze;Amygdyla_R.nii;0.049977303411593864;0.005109801;111;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_fall_stretelli;Ant_Middle_temporal_gyrus_R.nii;0.049488068669496815;0.003569416;68;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_fall_stretelli;Ant_Middle_temporal_gyrus_L.nii;0.049488068669496815;0.003569416;68;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_fall_stretelli;Thalamus_L.nii;0.049481868;0.00063482;442;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;das_manuskript_in_der_flasche;Thalamus_R.nii;0.049430522;-0.001245482;409;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_fall_stretelli;EC_cortex_L.nii;0.04917884;0.000187092;194;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;mord_in_sunningdale;Caudate_R.nii;0.048949623;-0.004316368;137;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;ligeia;Post_parahippocampal_gyrus_R.nii;0.048907033;-0.000725569;107;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;ligeia;Post_parahippocampal_gyrus_L.nii;0.048907033;-0.000725569;107;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_fall_stretelli;vmpfc(frontal_medial_cortex)_R.nii;0.04889837;-0.005026289;249;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_fall_stretelli;dmpc(frontal_medial_cortex).nii;0.04889837;-0.005026289;249;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;fuenf_apfelsinenkerne;vmpfc(frontal_medial_cortex)_R.nii;0.048601518953052876;-0.004975443;249;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;fuenf_apfelsinenkerne;dmpc(frontal_medial_cortex).nii;0.048601518953052876;-0.004975443;249;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;die_pflanzen_des_dr;vmpfc(frontal_medial_cortex)_R.nii;0.048516824;-0.018811701;249;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;die_pflanzen_des_dr;dmpc(frontal_medial_cortex).nii;0.048516824;-0.018811701;249;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;lebendig_begraben;Ant_Sup_Temporal_gyrus_R.nii;0.048510539;-0.011202082;46;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;lebendig_begraben;Ant_Sup_Temporal_gyrus_L.nii;0.048510539;-0.011202082;46;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;fuenf_apfelsinenkerne;Amygdyla_R.nii;0.048281109;-0.002686392;111;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;lebendig_begraben;Post_Inf_temporal_gyrus_L.nii;0.048224493;0.000968114;129;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;lebendig_begraben;Post_Inf_temporal_gyrus_R.nii;0.048224493;0.000968114;129;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;Ant_Inf_temporal_gyrus_R.nii;0.047940919;0.001301846;49;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;Ant_Inf_temporal_gyrus_L.nii;0.047940919;0.001301846;49;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;mord_in_sunningdale;Caudate_L.nii;0.047761803;-0.008793922;152;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;die_schwarze_katze;EC_cortex_L.nii;0.047690647;-0.00398505;194;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;lebendig_begraben;Ant_Middle_temporal_gyrus_R.nii;0.047481150440762114;-0.014283792;68;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;lebendig_begraben;Ant_Middle_temporal_gyrus_L.nii;0.047481150440762114;-0.014283792;68;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;maupassant_hand;Nucleus_Accumbens_L.nii;0.047457743472596986;0.002845467;31;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Post_parahippocampal_gyrus_R.nii;0.04744;-0.001665086;107;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Post_parahippocampal_gyrus_L.nii;0.04744;-0.001665086;107;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;IFC_pars_opercularis_L.nii;0.047048298;-0.008110051;163;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;IFC_pars_opercularis_R.nii;0.047048298;-0.008110051;163;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;fuenf_apfelsinenkerne;Ant_parahippocampal_gyrus_L.nii;0.04678359;0.000368742;262;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;fuenf_apfelsinenkerne;EC_cortex_R.nii;0.04678359;0.000335598;203;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;fuenf_apfelsinenkerne;Ant_parahippocampal_gyrus_R.nii;0.04678359;0.000368742;262;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Ant_Sup_Temporal_gyrus_R.nii;0.046699203852014204;-3.40E-06;46;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Ant_Sup_Temporal_gyrus_L.nii;0.046699203852014204;-3.40E-06;46;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;Thalamus_R.nii;0.046279676;0.000274835;409;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;die_schwarze_katze;Ant_Inf_temporal_gyrus_R.nii;0.046032441;-0.000336484;49;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;die_schwarze_katze;Ant_Inf_temporal_gyrus_L.nii;0.046032441;-0.000336484;49;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;lebendig_begraben;Amygdyla_L.nii;0.045557545;-0.015974361;105;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;koenig_pest;Ant_Temporal_Fusiform_Cortex_R.nii;0.045555343;-0.002828832;70;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;koenig_pest;Ant_Temporal_Fusiform_Cortex_L.nii;0.045555343;-0.002828832;70;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_fall_stretelli;Ant_Inf_temporal_gyrus_R.nii;0.04520724;0.000593086;49;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_fall_stretelli;Ant_Inf_temporal_gyrus_L.nii;0.04520724;0.000593086;49;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;mord_in_sunningdale;Ant_Temporal_Fusiform_Cortex_R.nii;0.045081439;-0.009321964;70;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;mord_in_sunningdale;Ant_Temporal_Fusiform_Cortex_L.nii;0.045081439;-0.009321964;70;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;die_maske_des_roten_todes;Caudate_L.nii;0.044797995;-0.00640012;152;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Putamen_L.nii;0.044678597;0.000216031;278;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;koenig_pest;Amygdyla_L.nii;0.044415271189675795;-0.00448898;105;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Hippocampus_L.nii;0.043868113;-0.002517591;191;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;Ant_Supramarginal_gyrus_L.nii;0.043533658;-0.021059482;292;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;Ant_Supramarginal_gyrus_R.nii;0.043533658;-0.021059482;292;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;EC_cortex_L.nii;0.04335373;0.002949941;194;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;koenig_pest;Nucleus_Accumbens_L.nii;0.043199738593637536;0.002647483;31;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Post_Inf_temporal_gyrus_L.nii;0.043071766;-0.002326398;129;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Post_Inf_temporal_gyrus_R.nii;0.043071766;-0.002326398;129;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;fuenf_apfelsinenkerne;Post_parahippocampal_gyrus_R.nii;0.042947955;-0.000498417;107;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;fuenf_apfelsinenkerne;Post_parahippocampal_gyrus_L.nii;0.042947955;-0.000498417;107;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Amygdyla_R.nii;0.042938663266667294;0.001524737;111;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_fall_stretelli;Thalamus_R.nii;0.042633145;-0.00010769;409;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;Hippocampus_L.nii;0.042209532206118165;-0.003066114;191;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;Ant_Middle_temporal_gyrus_R.nii;0.04213581;0.001617639;68;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;Ant_Middle_temporal_gyrus_L.nii;0.04213581;0.001617639;68;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;mord_in_sunningdale;Thalamus_R.nii;0.041936284615751315;-0.00138026;409;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;ligeia;Thalamus_L.nii;0.041268714;-0.001977089;442;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;lebendig_begraben;EC_cortex_L.nii;0.041125419;-0.009855729;194;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;lebendig_begraben;Ant_parahippocampal_gyrus_L.nii;0.040785039379699586;-0.009294508;262;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;lebendig_begraben;Ant_parahippocampal_gyrus_R.nii;0.040785039379699586;-0.009294508;262;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Ant_Supramarginal_gyrus_L.nii;0.040716558855482185;-0.005579827;292;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Ant_Supramarginal_gyrus_R.nii;0.040716558855482185;-0.005579827;292;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Post_Temporal_Fusiform_Cortex_L.nii;0.040620373;-0.000870697;237;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Post_Temporal_Fusiform_Cortex_R.nii;0.040620373;-0.000870697;237;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;koenig_pest;Thalamus_R.nii;0.04049401;-0.000256334;409;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Hippocampus_R.nii;0.040456361;-0.003739302;198;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;lebendig_begraben;EC_cortex_R.nii;0.040130474;-0.006828694;203;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;lebendig_begraben;Temporal_Occipital_Fusiform_Cortex_L.nii;0.040120491;-0.033720001;295;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;lebendig_begraben;Temporal_Occipital_Fusiform_Cortex_R.nii;0.040120491;-0.033720001;295;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;Ant_Temporal_Fusiform_Cortex_R.nii;0.040015639;0.002072394;70;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;Ant_Temporal_Fusiform_Cortex_L.nii;0.040015639;0.002072394;70;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;koenig_pest;Amygdyla_R.nii;0.039731504958406307;-0.000145349;111;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;das_manuskript_in_der_flasche;Caudate_R.nii;0.039611177;-0.002223897;137;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;die_pflanzen_des_dr;Ant_Middle_temporal_gyrus_R.nii;0.039166817;-0.011961986;68;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;die_pflanzen_des_dr;Ant_Middle_temporal_gyrus_L.nii;0.039166817;-0.011961986;68;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_fall_stretelli;Ant_Temporal_Fusiform_Cortex_R.nii;0.038897308;-0.003854705;70;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_fall_stretelli;Ant_Temporal_Fusiform_Cortex_L.nii;0.038897308;-0.003854705;70;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;Amygdyla_R.nii;0.038797685460583486;0.003248109;111;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;die_schwarze_katze;Caudate_L.nii;0.038207167;-0.004392491;152;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Ant_Temporal_Fusiform_Cortex_R.nii;0.038199758;-0.000534933;70;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Ant_Temporal_Fusiform_Cortex_L.nii;0.038199758;-0.000534933;70;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;Thalamus_L.nii;0.038159171;-0.000229277;442;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;Post_parahippocampal_gyrus_R.nii;0.037966544;0.000627941;107;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;Post_parahippocampal_gyrus_L.nii;0.037966544;0.000627941;107;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Thalamus_R.nii;0.037792851;0.000393934;409;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;koenig_pest;Caudate_L.nii;0.037494264;-0.002704966;152;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;Post_Inf_temporal_gyrus_L.nii;0.037111137134365764;0.002446503;129;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;Post_Inf_temporal_gyrus_R.nii;0.037111137134365764;0.002446503;129;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;mord_in_sunningdale;Nucleus_Accumbens_R.nii;0.037038479;-2.48E-05;26;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_fall_stretelli;Putamen_L.nii;0.036762107067501215;-3.46E-05;278;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;koenig_pest;Putamen_R.nii;0.036679044512776884;0.000175829;274;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;das_manuskript_in_der_flasche;Nucleus_Accumbens_L.nii;0.036312936;0.001898254;31;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Thalamus_L.nii;0.035922618;-2.22E-05;442;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Nucleus_Accumbens_L.nii;0.035409443456294445;0.001814191;31;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;lebendig_begraben;Occipital_Fusiform_Gyrus_R.nii;0.035366418;-0.039615226;274;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;lebendig_begraben;Occipital_Fusiform_Gyrus_L.nii;0.035366418;-0.039615226;274;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;ligeia;Putamen_L.nii;0.034808038;8.980504916376782e-05;278;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Caudate_L.nii;0.034572699;0.000194237;152;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;lebendig_begraben;Ant_Temporal_Fusiform_Cortex_R.nii;0.033748035;-0.00785131;70;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;lebendig_begraben;Ant_Temporal_Fusiform_Cortex_L.nii;0.033748035;-0.00785131;70;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;lebendig_begraben;Thalamus_L.nii;0.0334217;-0.003318362;442;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Caudate_R.nii;0.033090008;-0.002948323;137;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_katechismus_der_familie_musgrave;Nucleus_Accumbens_L.nii;0.033006299909046175;0.00087088;31;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Ant_Inf_temporal_gyrus_R.nii;0.032800777;-0.002947685;49;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;der_blaue_karfunkel;Ant_Inf_temporal_gyrus_L.nii;0.032800777;-0.002947685;49;0;0;0
context_drift_DETREND_STABILIZE0_RHO03_USE_PCA0_layer32;das_manuskript_in_der_flasche;vmpfc(frontal_medial_cortex)_R.nii;0.032761382;-0.029203686;249;0;0;0
