roi,n_vox,n_shift,n_drift,prop_shift,prop_drift
46_Planum_Temporale_left.nii,97,37,61,0.38144329896907214,0.6288659793814433
24_Intracalcarine_Cortex_right.nii,188,137,115,0.7287234042553191,0.6117021276595744
11_Middle_Temporal_Gyrus_anterior_division_right.nii,114,28,65,0.24561403508771928,0.5701754385964912
45_Heschl's_Gyrus_includes_H1_and_H2_left.nii,81,28,46,0.345679012345679,0.5679012345679012
4_Left_Thalamus.nii,123,65,66,0.5284552845528455,0.5365853658536586
43_Parietal_Operculum_Cortex_left.nii,190,37,101,0.19473684210526315,0.531578947368421
9_Superior_Temporal_Gyrus_anterior_division_right.nii,132,59,70,0.44696969696969696,0.5303030303030303
46_Planum_Temporale_right.nii,82,18,42,0.21951219512195122,0.5121951219512195
20_Right_Amygdala.nii,149,52,76,0.348993288590604,0.5100671140939598
43_Parietal_Operculum_Cortex_right.nii,156,46,78,0.2948717948717949,0.5
10_Left_Amygdala.nii,106,64,53,0.6037735849056604,0.5
44_Planum_Polare_right.nii,145,52,72,0.3586206896551724,0.496551724137931
41_Frontal_Operculum_Cortex_right.nii,154,59,76,0.38311688311688313,0.4935064935064935
45_Heschl's_Gyrus_includes_H1_and_H2_right.nii,70,15,34,0.21428571428571427,0.4857142857142857
42_Central_Opercular_Cortex_right.nii,373,118,181,0.3163538873994638,0.48525469168900803
10_Superior_Temporal_Gyrus_posterior_division_left.nii,392,94,190,0.23979591836734693,0.4846938775510204
42_Central_Opercular_Cortex_left.nii,401,106,192,0.26433915211970077,0.47880299251870323
48_Occipital_Pole_right.nii,748,380,357,0.5080213903743316,0.4772727272727273
15_Right_Thalamus.nii,80,35,38,0.4375,0.475
14_Right_Lateral_Ventricle.nii,272,139,129,0.5110294117647058,0.4742647058823529
23_Lateral_Occipital_Cortex_inferior_division_right.nii,779,371,368,0.4762516046213094,0.472400513478819
12_Middle_Temporal_Gyrus_posterior_division_left.nii,365,111,172,0.3041095890410959,0.4712328767123288
39_Temporal_Occipital_Fusiform_Cortex_left.nii,430,195,202,0.45348837209302323,0.4697674418604651
35_Parahippocampal_Gyrus_posterior_division_left.nii,328,154,154,0.4695121951219512,0.4695121951219512
32_Cuneal_Cortex_right.nii,147,51,69,0.3469387755102041,0.46938775510204084
