roi,n_vox,n_shift,n_drift,prop_shift,prop_drift
45_Heschl's_Gyrus_includes_H1_and_H2_left.nii,81,64,0,0.7901234567901234,0.0
45_Heschl's_Gyrus_includes_H1_and_H2_right.nii,70,52,2,0.7428571428571429,0.02857142857142857
9_Superior_Temporal_Gyrus_anterior_division_left.nii,128,92,2,0.71875,0.015625
46_Planum_Temporale_left.nii,97,68,0,0.7010309278350515,0.0
9_Superior_Temporal_Gyrus_anterior_division_right.nii,132,81,0,0.6136363636363636,0.0
10_Superior_Temporal_Gyrus_posterior_division_right.nii,478,275,1,0.5753138075313807,0.0020920502092050207
10_Superior_Temporal_Gyrus_posterior_division_left.nii,392,218,0,0.5561224489795918,0.0
43_Parietal_Operculum_Cortex_left.nii,190,96,2,0.5052631578947369,0.010526315789473684
44_Planum_Polare_left.nii,147,59,0,0.4013605442176871,0.0
46_Planum_Temporale_right.nii,82,32,0,0.3902439024390244,0.0
44_Planum_Polare_right.nii,145,55,1,0.3793103448275862,0.006896551724137931
12_Middle_Temporal_Gyrus_posterior_division_right.nii,351,116,0,0.33048433048433046,0.0
42_Central_Opercular_Cortex_left.nii,401,123,1,0.30673316708229426,0.0024937655860349127
11_Middle_Temporal_Gyrus_anterior_division_left.nii,165,50,2,0.30303030303030304,0.012121212121212121
20_Supramarginal_Gyrus_posterior_division_right.nii,725,168,7,0.2317241379310345,0.009655172413793104
11_Middle_Temporal_Gyrus_anterior_division_right.nii,114,26,0,0.22807017543859648,0.0
12_Middle_Temporal_Gyrus_posterior_division_left.nii,365,76,1,0.20821917808219179,0.0027397260273972603
20_Supramarginal_Gyrus_posterior_division_left.nii,433,87,8,0.20092378752886836,0.018475750577367205
5_Inferior_Frontal_Gyrus_pars_triangularis_right.nii,314,63,2,0.20063694267515925,0.006369426751592357
42_Central_Opercular_Cortex_right.nii,373,74,5,0.19839142091152814,0.013404825737265416
43_Parietal_Operculum_Cortex_right.nii,156,21,1,0.1346153846153846,0.00641025641025641
26_Juxtapositional_Lobule_Cortex_formerly_Supplementary_Motor_Cortex_left.nii,310,29,0,0.0935483870967742,0.0
4_Middle_Frontal_Gyrus_left.nii,1180,107,21,0.09067796610169492,0.017796610169491526
8_Temporal_Pole_right.nii,1264,111,6,0.08781645569620253,0.004746835443037975
8_Temporal_Pole_left.nii,1249,107,10,0.08566853482786228,0.008006405124099279
