roi,mean_delta_beta,ci_lo_delta_beta,ci_hi_delta_beta,cohens_d_delta,mean_beta_shift_unique,ci_lo_shift,ci_hi_shift,cohens_d_shift,p_simes_unique_shift,mean_beta_drift_unique,ci_lo_drift,ci_hi_drift,cohens_d_drift,p_simes_unique_drift,p_simes_delta_beta,n_vox
38_Temporal_Fusiform_Cortex_posterior_division_left.nii,0.00031065920972088836,-0.0021842173655658844,0.002190007036687585,0.07538374653813074,-0.00042064744843386563,-0.002607307626177674,0.001064923570667617,-0.12398856376503707,0.06765271349233638,-0.0007313066581547541,-0.00273529705510791,0.000645403629088116,-0.23225061061006827,0.013012243530198205,0.01578372542651452,455
38_Temporal_Fusiform_Cortex_posterior_division_right.nii,-0.004461564685293675,-0.008838181056427823,0.001838350553953878,-0.4449863492944327,-0.0036521165701743283,-0.00593996019769983,-0.0013828373486135667,-0.837323108729436,0.08848200192917079,0.0008094481151193464,-0.003935491612864139,0.003374233541039462,0.12328170695970908,0.000724477740530036,0.16126543482483366,332
39_Temporal_Occipital_Fusiform_Cortex_left.nii,0.0037309067438360067,-0.004231443723187874,0.016086198688512614,0.1975755579036998,0.0004301931804785069,-0.006287385927240171,0.004459710242503829,0.043883117922610106,0.0063932933139380765,-0.003300713563357501,-0.014993476415506697,0.002418624252246856,-0.2169646115842532,0.004002091570636782,0.018204595892337392,430
39_Temporal_Occipital_Fusiform_Cortex_right.nii,0.003933496172754471,-0.005107586628953682,0.01890431237279772,0.1787541305064256,0.000643186152313414,-0.004612003467647077,0.007817353482647895,0.05452960586449607,0.010231604236539333,-0.003290310020441053,-0.016591364295326125,0.0016775222201282326,-0.22462107346316687,0.04601041148052797,0.0629227887807759,518
3_Superior_Frontal_Gyrus_left.nii,0.005837950243258818,0.00018258377975640823,0.015891461078051523,0.4099053612776368,0.0034680885726281977,-0.0009201132570984611,0.008367646017745837,0.3899960972527927,0.08355265861353361,-0.002369861670630627,-0.009302401400075929,0.0017706281380593912,-0.2332028405553668,0.010384383636661148,0.038085015789076034,1476
3_Superior_Frontal_Gyrus_right.nii,0.004691497456168688,-0.0003251160413521156,0.012502097226141083,0.391552827734871,0.0012693282716410381,-0.0017082809655463692,0.004345310936292592,0.21796348302278656,0.029588357497970515,-0.003422169184527651,-0.011498174238641828,0.0003153543297259569,-0.33755130687488555,0.003267795801321772,0.0005086825704582454,1213
40_Occipital_Fusiform_Gyrus_left.nii,-0.007310070222335647,-0.025726753329141372,0.014805826875187734,-0.1877411354111096,-0.004256818071513485,-0.014213201657699136,0.00664999749397884,-0.2095301509252674,0.08862814795932605,0.003053252150822148,-0.012631625256914431,0.01651739462354636,0.10875978378301625,0.02126666754283473,0.04128817679364665,597
40_Occipital_Fusiform_Gyrus_right.nii,0.010144934381942729,-0.00728101793128296,0.030444243424829567,0.27847369806093925,0.005436057200280434,-0.008268413016226188,0.01831451387218396,0.21170920593797238,0.01146437079098108,-0.004708877181662286,-0.018179819641310817,0.004549635347394495,-0.21952469041666453,0.0044339677678933665,0.1044489206305735,674
41_Frontal_Operculum_Cortex_left.nii,0.012528814176466006,0.00459268715764673,0.020704959329703725,0.804547122385318,0.010566407568747601,0.005375031265328372,0.015580748102895147,1.0779944213013277,0.004030183998179663,-0.0019624066077184,-0.008128375118441071,0.002597571335848976,-0.1932212917647438,0.0009387347244858269,0.011461739656523896,213
41_Frontal_Operculum_Cortex_right.nii,0.009200736406043427,-0.0018808708851868554,0.01627738280350865,0.5522050683623893,0.006642541108891694,-0.0004513122076526772,0.01202475119507613,0.5638691975893138,0.06748042926454498,-0.002558195297151734,-0.00882511281300078,0.00199546280066302,-0.2519425706776846,0.3294748255966328,0.22835603084643608,154
42_Central_Opercular_Cortex_left.nii,0.027376432016416652,0.01854622218838024,0.03955658754115168,1.3893964938064378,0.02821738437448329,0.022743118056750767,0.03520910111478652,2.3741609094044067,1.67690864360378e-06,0.0008409523580666478,-0.01001948562133198,0.006534532025676872,0.05771354978078167,0.020130317836705592,1.0554490774658134e-05,401
42_Central_Opercular_Cortex_right.nii,0.021786798398270288,0.014507101749161477,0.03291274946739626,1.2604129644701625,0.017329803206360104,0.012145264341214572,0.024989684451176695,1.4289981482147371,7.487430341917194e-07,-0.004456995191910193,-0.016986996933218746,0.0002094936396831238,-0.3234894946289187,0.013065611901465211,2.1928961464068745e-05,373
43_Parietal_Operculum_Cortex_left.nii,0.051807825124404065,0.042555925187467494,0.06107192694091321,2.918631894908774,0.04945279409136363,0.04357132376007651,0.05832518081965459,3.6210110236068176,1.981224881486662e-06,-0.002355031033040434,-0.007704186205503922,0.0033199372769999744,-0.22264186962861418,0.0010630957437885759,1.025366083467354e-05,190
43_Parietal_Operculum_Cortex_right.nii,0.009548535877241537,-0.004185814778999445,0.03140518949126703,0.2917883314331306,0.015642963002759906,0.007261302779807219,0.024124567530524214,0.9567077256809216,0.00023488276812662178,0.006094427125518364,-0.011955589711933643,0.015073656963845328,0.25797020220044053,0.005922266322261157,0.0001514865380073738,156
44_Planum_Polare_left.nii,0.04337581096023369,0.03270011209144653,0.053411953050283484,2.1905398199039414,0.043356517487301335,0.035402552015598075,0.0517382808747329,2.7674664931079933,2.3281748953026133e-07,-1.9293472932351023e-05,-0.003490925507840245,0.0037087617282313343,-0.002809185226782243,0.16698507178572192,4.693041561177898e-06,147
44_Planum_Polare_right.nii,0.04076221182029924,0.03427935538239743,0.046549135034208086,3.4854802439911543,0.03684304567479619,0.031014289970195674,0.04244902418171224,3.3341295729283793,1.3450517571012852e-07,-0.003919166145503053,-0.010415048283176229,8.360655128145707e-05,-0.40797034953026223,0.014412381334178862,1.0309288743783386e-06,145
45_Heschl's_Gyrus_includes_H1_and_H2_left.nii,0.09647459525604617,0.0786267414883756,0.11678111141422584,2.6706576494545162,0.09060837503737777,0.07711412758979834,0.10914241739271911,3.0356725949980943,4.7168057689546944e-07,-0.005866220218668404,-0.012548153040005592,0.0012297816734864726,-0.4443727723903846,0.31785088236473996,5.670050235131091e-06,81
45_Heschl's_Gyrus_includes_H1_and_H2_right.nii,0.06893442791459342,0.05825417436603647,0.08097940924742,3.1810079203027777,0.06333909021438237,0.05348148891840519,0.07754978609926126,2.8113090400725165,5.766250107422869e-06,-0.005595337700211054,-0.017228185806878918,-0.0014082917046323732,-0.4484147482806455,0.0010406675389974952,8.172691318656964e-06,70
46_Planum_Temporale_left.nii,0.09247821230446901,0.0774423383680998,0.11009905954183315,2.9900367253763656,0.09243226174384032,0.08113001086905064,0.10680821405710754,3.7900423543085924,8.117731464928243e-08,-4.595056062866408e-05,-0.007352854004617281,0.007955255999656807,-0.003145992929661483,0.14829316985882454,4.6642086674563176e-07,97
46_Planum_Temporale_right.nii,0.04207894623444881,0.03249002315343855,0.051889894831983634,2.268794143874317,0.03927138473348024,0.03295687547368628,0.04737683831762842,2.8579387343675515,8.26672863241192e-07,-0.002807561500968567,-0.009715821465986863,0.002665249048164299,-0.23951361647257324,0.04594510342134868,1.797774226586035e-05,82
47_Supracalcarine_Cortex_left.nii,0.008296156324471386,-0.013417350972694536,0.04678467089720978,0.1527142583303766,-0.00893195986282391,-0.030270823593523934,0.01802982324617859,-0.19462031321430628,0.20350744011305624,-0.0172281161872953,-0.03691900097269743,-0.0047531093902654035,-0.571146805496434,0.0014291457045626788,0.1072377782955825,50
47_Supracalcarine_Cortex_right.nii,0.018012024520787602,0.0033199165960192366,0.04037650701230854,0.5191446687618393,0.004189125953928456,-0.01162217648764813,0.022382692940505315,0.12831312144303728,0.07519509667287583,-0.01382289856685915,-0.025412696573721357,-0.006004001436247173,-0.7604838510732472,0.08349046662344216,0.14181413479205665,23
48_Occipital_Pole_left.nii,-0.0034747688659408507,-0.018109784719197202,0.011373941270325564,-0.12198785742576833,-0.002534769582898462,-0.015652997863635332,0.009438335673423883,-0.10545890285245471,0.637860351639291,0.0009399992830424075,-0.006951739523000488,0.009829783583931734,0.058156770125480275,0.03297906440873342,0.08297491475707247,835
48_Occipital_Pole_right.nii,0.0030857384965723173,-0.01165574351281079,0.016700248974387082,0.11320699207968926,0.0011547826104155736,-0.013422004160808425,0.012095460822185393,0.04796356620162419,0.5245468490994716,-0.0019309558861567383,-0.0084733349521066,0.005548784758296488,-0.14376935368766453,0.05840641500263318,0.11738956814203028,748
4_Left_Thalamus.nii,0.005052362607409575,-0.0036384598435755286,0.015129124751889822,0.2781550574044154,0.00040939991518880935,-0.003949575514829335,0.005883551427395366,0.04390192964742849,0.33350048140895877,-0.004642962692220768,-0.011110980360020343,0.0007005464284405992,-0.40534380686376487,0.0530536869618051,0.09140570825724652,123
4_Middle_Frontal_Gyrus_left.nii,0.005659424512655624,0.00021248026576024375,0.01190408403068857,0.5098529157528678,0.0028716903440729634,-0.0012301402696096807,0.007103318572680477,0.35828790171293007,1.1535598019294873e-05,-0.0027877341685826553,-0.007917855291148928,0.0008960762685196341,-0.337479745823728,0.004493898410323645,0.0001702236970168716,1180
4_Middle_Frontal_Gyrus_right.nii,0.005617734094989094,-0.0011524412727429404,0.010931380065163839,0.48759091687283457,0.0015233834004409806,-0.0030860448320945595,0.005678163282755181,0.18198521347668054,0.00018099984803654685,-0.004094350694548101,-0.008885458547813668,0.0005422031939248492,-0.45082117287931694,0.04240267532828248,4.7647171315226795e-05,1334
5_Inferior_Frontal_Gyrus_pars_triangularis_left.nii,0.0031723532603765104,-0.002969517992708893,0.010058377190602763,0.25627343459351754,0.0025916810458773854,-0.0030139486880214157,0.007394389918824842,0.2644864745556373,0.000902187157336075,-0.000580672214499123,-0.004511725201875452,0.00411100165404875,-0.0701175024059366,0.00289230328085829,0.0046548664127738625,365
5_Inferior_Frontal_Gyrus_pars_triangularis_right.nii,0.017126918756529455,0.004971273973540422,0.027464175167723193,0.783349109427148,0.01833776138560761,0.010750483083727735,0.025922048711902703,1.2545316777764979,0.0003891524648707846,0.0012108426290781587,-0.00859345243819893,0.0077310065213493035,0.07938095080878287,0.02345449604749779,0.011926104263991062,314
5_Left_Caudate.nii,0.0045876417069168444,-0.00236571776339864,0.010953149499864269,0.35502399681257296,-0.002825202825592132,-0.007489213015581254,0.0020375471016553077,-0.30722456141244886,0.40895680334732754,-0.007412844532508977,-0.01318321063816099,-0.0026104622790303297,-0.7282558171065122,0.04727264665720109,0.08692850359141903,49
6_Inferior_Frontal_Gyrus_pars_opercularis_left.nii,0.004199509949746989,-0.0037830698726755503,0.010545138598360393,0.30780218247887,0.006484983502527538,0.0021187731144433073,0.009976460218881452,0.8750954253405655,0.001200972458763469,0.0022854735527805528,-0.0025951789044155304,0.008759194755986877,0.21374787331827547,0.07271726850366822,0.004678433315029251,331
6_Inferior_Frontal_Gyrus_pars_opercularis_right.nii,0.006967367713293164,-0.0018726931615046718,0.018830698976212944,0.35311302535530653,0.005980590834087098,-0.001934939271855578,0.014191775182009961,0.38366020857688415,0.008163941115605212,-0.0009867768792060627,-0.007453249707730823,0.004186798611802365,-0.08923393932612306,0.01899451598559788,0.0016654864038275921,297
6_Left_Putamen.nii,-0.007807825410664087,-0.0211560683195633,0.005878800710606014,-0.30110872312628256,-0.004348816238847371,-0.009096849391209525,0.0012663744113406354,-0.4352086653404707,0.19833053588876426,0.0034590091718167135,-0.0063188123914952625,0.012316139807388176,0.192659672009306,0.5733588913880759,0.06314486478955257,5
7_Left_Pallidum.nii,-0.005014575513798281,-0.014921879210663085,0.007085689894915191,-0.23994899776367387,-0.003454343358316705,-0.015154027353545126,0.00614595536634999,-0.16968028174114502,0.5307018185311467,0.0015602321554815768,-0.009954004779960014,0.008960451205836783,0.08906400042456833,0.3626598979856668,0.10870173955837766,3
7_Precentral_Gyrus_left.nii,0.002943713074640474,-0.0008168752176757465,0.013504661839271903,0.257799483477081,0.003407504129017622,0.0017371737304466813,0.005124125247336659,1.0440540782747005,1.4799460656404806e-05,0.00046379105437714446,-0.009852520018240682,0.0038705112742388414,0.04413661114539446,0.0008923736703915223,5.476959726572889e-05,1674
7_Precentral_Gyrus_right.nii,-0.0008484197483878466,-0.007922929341713205,0.011860250540645828,-0.04789043072021636,-0.0015840620075068012,-0.0051750079018555405,0.0015526557280162313,-0.2421333584246107,0.0007620730505496472,-0.0007356422591189478,-0.013546160548042011,0.0041403940841403695,-0.05127684670235508,0.003836008402531651,0.019014356315632353,1481
8_Temporal_Pole_left.nii,0.006359241511611786,0.004181510353694089,0.008694519796306508,1.4784499259953836,0.007050445369422087,0.00528339217950499,0.008939577482018688,2.0205710252322984,3.1726214829248877e-06,0.0006912038578102966,-0.0017259367647330243,0.002024129404272035,0.20710723649953333,0.009329414137634192,2.321370391876626e-05,1249
8_Temporal_Pole_right.nii,0.006219704201258452,0.003150689939792328,0.0089603345270295,1.1074548572523886,0.0071839307840396716,0.004972815620475584,0.009312377377207184,1.7306731596925957,0.00012744617524881218,0.000964226582781219,-0.0025633917700646548,0.0029161658289487157,0.1965433899427101,0.009560089721061359,0.0001935558515913889,1264
9_Left_Hippocampus.nii,0.002136331815675827,-0.002898834426762231,0.0077680305230203904,0.21000954480595704,-0.0018862427593240845,-0.005013539751122327,0.0018690298177171858,-0.2904652824362531,0.07297099584701085,-0.004022574574999909,-0.009743235412311523,-0.0017771454971228476,-0.6164680240340469,0.0007025780537643615,0.004889977704350754,258
9_Superior_Temporal_Gyrus_anterior_division_left.nii,0.10763732403084011,0.09130000204006902,0.12858512489734222,3.084175458171966,0.10374029250184706,0.08919598410421742,0.122820451195356,3.2668908402020955,8.226578170558369e-08,-0.0038970315289930603,-0.010372329922590871,0.001305964760844496,-0.3519550487204968,0.014534238640013651,1.6124248153616424e-07,128
9_Superior_Temporal_Gyrus_anterior_division_right.nii,0.07964105949829568,0.06676922699362481,0.09196937561176678,3.296023685819509,0.0785049494770336,0.06666811150374401,0.09002053083588053,3.525371810307462,1.6787919451483248e-07,-0.0011361100212620662,-0.007378984021600528,0.0026502455208792432,-0.12456989763747066,0.2496177244334836,8.653110221203161e-08,132
