roi,story,delta_beta,beta_shift_unique,beta_drift_unique
10_Superior_Temporal_Gyrus_posterior_division_right.nii,ligeia,0.02303121103613838,0.034604265410240975,0.011573054374102571
10_Superior_Temporal_Gyrus_posterior_division_right.nii,maupassant_hand,0.051890160485721586,0.04310784561598892,-0.008782314869732705
10_Superior_Temporal_Gyrus_posterior_division_right.nii,mord_in_sunningdale,0.0397114783991287,0.056672624400325854,0.016961146001197254
11_Left_Accumbens.nii,das_manuskript_in_der_flasche,-0.0025140757770505126,-0.002923500408195932,-0.0004094246311454176
11_Left_Accumbens.nii,der_blaue_karfunkel,0.0014167005863119358,0.00795844796442012,0.006541747378108186
11_Left_Accumbens.nii,der_fall_stretelli,-0.008834246163012014,-0.0157703743673654,-0.006936128204353381
11_Left_Accumbens.nii,der_katechismus_der_familie_musgrave,0.0035074799159890307,0.005973474018455958,0.0024659941024669264
11_Left_Accumbens.nii,die_maske_des_roten_todes,0.006280944570732675,-0.007824954184003134,-0.014105898754735812
11_Left_Accumbens.nii,die_pflanzen_des_dr,-0.002868964282815445,-0.0038524197057656267,-0.000983455422950181
11_Left_Accumbens.nii,die_schwarze_katze,-0.00035240081322105365,-0.0004411992338476809,-8.87984206266278e-05
11_Left_Accumbens.nii,fuenf_apfelsinenkerne,0.008956091969189272,0.004535492248855394,-0.004420599720333878
11_Left_Accumbens.nii,koenig_pest,-0.0019214008160684578,0.0009759271179727358,0.0028973279340411924
11_Left_Accumbens.nii,lebendig_begraben,0.012935638273982794,0.01270524006776308,-0.00023039820621971392
11_Left_Accumbens.nii,ligeia,0.012918077946269025,0.005055345492485506,-0.007862732453783518
11_Left_Accumbens.nii,maupassant_hand,0.006568486440103877,0.012373247847088,0.005804761406984124
11_Left_Accumbens.nii,mord_in_sunningdale,-0.031723485503094735,-0.019095903765358236,0.012627581737736501
11_Middle_Temporal_Gyrus_anterior_division_left.nii,das_manuskript_in_der_flasche,0.05332533986133924,0.05327210175328101,-5.323810805823349e-05
11_Middle_Temporal_Gyrus_anterior_division_left.nii,der_blaue_karfunkel,0.03573693510495036,0.03149864112348756,-0.0042382939814628
