roi,n_vox,n_shift,n_drift,prop_shift,prop_drift
31_Precuneous_Cortex_left.nii,1174,21,57,0.01788756388415673,0.048551959114139696
21_Angular_Gyrus_left.nii,396,5,18,0.012626262626262626,0.045454545454545456
22_Lateral_Occipital_Cortex_superior_division_right.nii,1841,34,83,0.018468223791417708,0.045084193373166756
5_Left_Caudate.nii,49,0,2,0.0,0.04081632653061224
5_Inferior_Frontal_Gyrus_pars_triangularis_left.nii,365,17,13,0.04657534246575343,0.03561643835616438
6_Inferior_Frontal_Gyrus_pars_opercularis_right.nii,297,7,10,0.02356902356902357,0.03367003367003367
13_Middle_Temporal_Gyrus_temporooccipital_part_left.nii,341,27,11,0.07917888563049853,0.03225806451612903
9_Superior_Temporal_Gyrus_anterior_division_left.nii,128,91,4,0.7109375,0.03125
30_Cingulate_Gyrus_posterior_division_left.nii,537,17,16,0.03165735567970205,0.0297951582867784
40_Occipital_Fusiform_Gyrus_right.nii,674,5,19,0.00741839762611276,0.028189910979228485
19_Supramarginal_Gyrus_anterior_division_left.nii,401,4,11,0.00997506234413965,0.02743142144638404
30_Cingulate_Gyrus_posterior_division_right.nii,499,28,13,0.056112224448897796,0.026052104208416832
28_Paracingulate_Gyrus_right.nii,745,10,19,0.013422818791946308,0.025503355704697986
15_Right_Thalamus.nii,80,0,2,0.0,0.025
46_Planum_Temporale_right.nii,82,32,2,0.3902439024390244,0.024390243902439025
22_Lateral_Occipital_Cortex_superior_division_left.nii,1929,16,46,0.00829445308449974,0.023846552617936754
20_Supramarginal_Gyrus_posterior_division_right.nii,725,172,17,0.23724137931034484,0.023448275862068966
14_Right_Lateral_Ventricle.nii,272,3,6,0.011029411764705883,0.022058823529411766
47_Supracalcarine_Cortex_left.nii,50,0,1,0.0,0.02
