roi,mean_beta_shift_unique,mean_beta_drift_unique,mean_delta_beta,p_simes_unique_shift,p_simes_unique_drift,p_simes_delta_beta,direction,n_vox
16_Inferior_Temporal_Gyrus_temporooccipital_part_left.nii,0.0038436692907778272,-0.003233118292637248,0.007076787583415074,0.062506983672948,0.009218670805552763,0.020490778527778267,shift>drift,363
16_Inferior_Temporal_Gyrus_temporooccipital_part_right.nii,0.00028485599420570304,-0.000742670975768431,0.001027526969974134,0.03390158017049328,0.034590956775496916,0.02403658821823343,shift>drift,342
16_Right_Caudate.nii,-0.003042469530955881,-0.003700850887430394,0.0006583813564745124,0.024731776770379948,0.15165930057526775,0.7418063360112092,n.s.,45
17_Postcentral_Gyrus_left.nii,0.0018204467682091526,-0.0012508859773228318,0.003071332745531984,0.038510278520809516,0.00458162301753149,0.013563967860187261,shift>drift,1362
17_Postcentral_Gyrus_right.nii,-0.00030196724467372815,-7.432741185919246e-05,-0.00022763983281453524,0.0003893744123562704,0.0017019242521727717,0.029868672192736007,drift>shift,1274
17_Right_Putamen.nii,-0.002731827596602423,-0.0022108118063952804,-0.000521015790207141,0.048684497075572035,0.03701607024844379,0.039687570786086895,drift>shift,5
18_Right_Pallidum.nii,,,,,,,n.s.,0
18_Superior_Parietal_Lobule_left.nii,0.0016008671596693064,-0.00014099098568903407,0.0017418581453583404,0.01688043156339435,0.0027372399746263248,0.0293870407770022,shift>drift,726
18_Superior_Parietal_Lobule_right.nii,0.008783779196004088,0.0017127309310707398,0.007071048264933349,0.03338054955520063,0.046985297593467625,0.07518364980782284,n.s.,452
19_Right_Hippocampus.nii,-0.0031682445732680504,-0.0002529012520711808,-0.00291534332119687,0.00021363251226299307,0.03133110377452907,0.025042209572168454,drift>shift,262
19_Supramarginal_Gyrus_anterior_division_left.nii,0.0057782093544933065,-0.006285162820887615,0.012063372175380921,0.0009106648418233117,0.0016126824143453608,0.1298781568349693,n.s.,401
19_Supramarginal_Gyrus_anterior_division_right.nii,0.004458010286465719,-0.0009234092008542068,0.005381419487319925,0.03789447662625167,0.13766253625967365,0.0345684253677271,shift>drift,360
1_Frontal_Pole_left.nii,0.002233235427725838,-0.002738614139599971,0.004971849567325808,0.010422842672541548,0.008168573937609424,0.037446938555021896,shift>drift,3052
1_Frontal_Pole_right.nii,0.0030821131169010765,-0.004295905631977869,0.007378018748878947,0.0869732379912155,0.0011592675601705832,0.007133877549803825,shift>drift,3841
20_Right_Amygdala.nii,-0.00026423965648857866,0.001826348807542538,-0.002090588464031116,0.0012504818758927521,0.014304074021564746,0.12741970103627942,n.s.,149
20_Supramarginal_Gyrus_posterior_division_left.nii,0.019439760541137736,-0.0029790613140513226,0.022418821855189057,9.006945220458945e-07,0.004361158799890035,8.416332437343385e-06,shift>drift,433
20_Supramarginal_Gyrus_posterior_division_right.nii,0.024552576089249576,-0.005138191339963677,0.02969076742921325,1.292531433385264e-07,0.0001925515353928609,2.0734439338033925e-06,shift>drift,725
21_Angular_Gyrus_left.nii,0.005425902439576363,-0.007539727018186408,0.012965629457762771,0.0798122679196878,0.011546418135577047,0.05636987422769087,n.s.,396
21_Angular_Gyrus_right.nii,0.0016562662988267992,-0.005377788957430401,0.0070340552562571995,0.000696972600819185,5.0766345134635005e-05,0.0008901877963224398,shift>drift,577
21_Right_Accumbens.nii,-0.002943907863190146,-0.004729891179541665,0.001785983316351517,0.015982996350994375,0.0016872416132601513,0.016895477056626168,shift>drift,7
22_Lateral_Occipital_Cortex_superior_division_left.nii,-0.0010650772179024073,-0.00789526078067904,0.006830183562776633,0.024291044466154814,0.003089548378210161,0.007647556519653915,shift>drift,1929
22_Lateral_Occipital_Cortex_superior_division_right.nii,-0.0028391539594519355,-0.009082028786817437,0.006242874827365501,1.530564485679438e-05,0.001351125684223089,0.003073127575963548,shift>drift,1841
23_Lateral_Occipital_Cortex_inferior_division_left.nii,0.0002872890796670833,0.0014025167303418438,-0.0011152276506747605,0.0001238998421129983,0.008637847817816183,0.0006945623951337282,drift>shift,858
23_Lateral_Occipital_Cortex_inferior_division_right.nii,0.0032044203673508628,-0.0013805914332215396,0.004585011800572402,0.03341471220203412,0.030080174431647424,0.0008997506712555881,shift>drift,779
24_Intracalcarine_Cortex_left.nii,-0.0036304054523231648,-0.013704186140809517,0.010073780688486352,0.7920110509306528,0.045209063627218604,0.81206715906258,n.s.,190
24_Intracalcarine_Cortex_right.nii,0.0012214216941580979,-0.005321025694510987,0.006542447388669086,0.30595914835802884,0.09065170455393114,0.4077282746477782,n.s.,188
25_Frontal_Medial_Cortex_left.nii,0.0027970796551046464,0.0004996765231547441,0.002297403131949901,0.08524355087778862,0.04112753140929892,0.07524194233693907,n.s.,117
25_Frontal_Medial_Cortex_right.nii,0.009529791191302667,-0.006942513522690428,0.016472304713993097,0.007826356918259215,0.0021667860027425323,0.025419020967830847,shift>drift,182
26_Juxtapositional_Lobule_Cortex_formerly_Supplementary_Motor_Cortex_left.nii,0.011659714199677445,-0.00022668331463493774,0.011886397514312383,0.001116778662439818,0.09055880186735478,0.001757673392734233,shift>drift,310
26_Juxtapositional_Lobule_Cortex_formerly_Supplementary_Motor_Cortex_right.nii,0.003548437205521234,-0.0038623306145480424,0.007410767820069278,4.70277931170889e-05,0.026009080791626005,0.005180817019289616,shift>drift,238
27_Subcallosal_Cortex_left.nii,0.000663758552159272,-0.00045079366090184465,0.0011145522130611163,0.0007067844728658735,0.019323983311445095,0.007727531332375067,shift>drift,290
27_Subcallosal_Cortex_right.nii,0.00018772017828472612,-0.0015323512180795116,0.001720071396364238,0.09689693104377756,0.013210864939078769,0.0019482965100735,shift>drift,314
28_Paracingulate_Gyrus_left.nii,0.000425736655912072,-0.004585312815570685,0.0050110494714827565,0.014308825311847195,0.026829133701726352,0.12947869120309785,n.s.,627
28_Paracingulate_Gyrus_right.nii,-0.0011956143718968467,-0.006495536720615469,0.005299922348718622,0.003770239038508606,0.007000331886329733,0.0623648871849267,n.s.,745
29_Cingulate_Gyrus_anterior_division_left.nii,-0.001241217337105473,-0.0025108026423149073,0.0012695853052094338,0.2691420138718345,0.020715613685053157,0.0813800385088786,n.s.,452
29_Cingulate_Gyrus_anterior_division_right.nii,-0.0008873230698662161,-0.0019276089524884884,0.001040285882622272,0.011499155981465985,0.005923947763911045,0.018725074109511047,shift>drift,518
2_Insular_Cortex_left.nii,0.002900485291818384,-0.0021031596234604684,0.005003644915278853,0.009481522992018421,0.017873535826374347,0.03795309553832779,shift>drift,579
2_Insular_Cortex_right.nii,0.004374509770654408,-0.004105299654689217,0.008479809425343625,0.007937008681844344,0.016447403757774034,0.01289839433071943,shift>drift,507
30_Cingulate_Gyrus_posterior_division_left.nii,-0.006954112714691005,-0.010184524887688434,0.00323041217299743,0.011802438359040289,0.0007925733542835318,0.05402857029115798,n.s.,537
30_Cingulate_Gyrus_posterior_division_right.nii,-0.0008962061946593592,-0.00551796079008584,0.004621754595426481,0.00033541776703029113,4.971402626177242e-06,0.0017754756351120212,shift>drift,499
31_Precuneous_Cortex_left.nii,-0.002602400540743809,-0.01073344479926338,0.008131044258519569,0.020609374503381232,0.00027548578092439,0.03783902438804174,shift>drift,1174
31_Precuneous_Cortex_right.nii,0.0009959175193818236,-0.0071479816238166835,0.008143899143198506,0.14556336774893927,0.01883788339735708,0.002483161682923959,shift>drift,989
32_Cuneal_Cortex_left.nii,-0.013684242015819977,-0.01083234911886296,-0.002851892896957015,0.004192314355867041,0.030181094114451364,0.015484250777249407,drift>shift,182
32_Cuneal_Cortex_right.nii,-0.009763298424612498,-0.006028218006844847,-0.00373508041776765,0.011951162914365696,0.02782761101134698,0.003329837867185134,drift>shift,147
33_Frontal_Orbital_Cortex_left.nii,0.002477121958232144,0.0007184388782219565,0.0017586830800101873,0.015405459319836771,0.0017514614445629324,0.043155678212631055,shift>drift,826
33_Frontal_Orbital_Cortex_right.nii,0.004663062408160447,-0.0003241275881133425,0.004987189996273789,0.04800431306790951,0.0053282111487578734,0.04394993682601158,shift>drift,717
34_Parahippocampal_Gyrus_anterior_division_left.nii,-0.0003395281357309019,-0.0028504798734460173,0.002510951737715115,0.04986588427463479,0.0017948460161320416,0.08564288980978865,n.s.,578
34_Parahippocampal_Gyrus_anterior_division_right.nii,-0.0022296833073254113,0.0013805671378871835,-0.003610250445212595,0.03134483501409981,0.04201600747558175,0.03169574792105228,drift>shift,621
35_Parahippocampal_Gyrus_posterior_division_left.nii,-0.0016495217405430543,-0.003544888918591285,0.0018953671780482307,0.026132637287468317,0.010711038322757077,0.09272710588995894,n.s.,328
35_Parahippocampal_Gyrus_posterior_division_right.nii,-0.0028004046746453763,-0.003720483272828015,0.0009200785981826377,0.007740726125252747,0.03023851804575976,0.2559264087045047,n.s.,287
36_Lingual_Gyrus_left.nii,-0.00545157198592526,-0.006121735200419013,0.0006701632144937517,0.01837473120694371,0.012927857468652531,0.1968300816094697,n.s.,856
36_Lingual_Gyrus_right.nii,-0.0008481033181139989,-0.005943552222816805,0.0050954489047028055,0.0001161248158342014,0.017449418328977367,0.005196958901349792,shift>drift,827
37_Temporal_Fusiform_Cortex_anterior_division_left.nii,-0.0018400921228644276,-0.0014932568686002322,-0.0003468352542641954,0.06708318132707776,0.07643587651030419,0.07558069725711417,n.s.,178
37_Temporal_Fusiform_Cortex_anterior_division_right.nii,-0.0022803053401554228,0.0016050928590042863,-0.003885398199159709,0.05979555179708118,0.008507149201155074,0.042699448187411115,drift>shift,157
38_Temporal_Fusiform_Cortex_posterior_division_left.nii,-0.0003926485394511522,-0.0009528563866233699,0.000560207847172218,0.07674493110745294,0.0036730398880787797,0.1474939083511438,n.s.,455
38_Temporal_Fusiform_Cortex_posterior_division_right.nii,-0.0035808301200054827,0.0009409382556904624,-0.004521768375695944,0.09496585901483039,0.06863883953550828,0.09087251071616478,n.s.,332
39_Temporal_Occipital_Fusiform_Cortex_left.nii,0.0005394043466009246,-0.004025730030876188,0.004565134377477112,0.01555992091428901,0.002334597311257163,0.06453451613625213,n.s.,430
39_Temporal_Occipital_Fusiform_Cortex_right.nii,0.0006838043302574978,-0.004217598110514045,0.004901402440771544,0.010166980162115471,0.01807347431804332,0.01295061004932647,shift>drift,518
3_Superior_Frontal_Gyrus_left.nii,0.0036349825462741983,-0.005079517867083245,0.008714500413357444,0.06054788764655806,0.007213037424651443,0.014159079738835838,shift>drift,1476
3_Superior_Frontal_Gyrus_right.nii,0.0014641453776611986,-0.005814585553398852,0.007278730931060049,0.029247373109030923,0.016488493075571445,0.0022283696010442365,shift>drift,1213
40_Occipital_Fusiform_Gyrus_left.nii,-0.0035400366947477037,-0.0016350359083170455,-0.0019050007864306582,0.09066896004434269,0.09152823578513061,0.04028165026252007,drift>shift,597
40_Occipital_Fusiform_Gyrus_right.nii,0.005401371225328366,-0.007051639292571853,0.01245301051790022,0.04021859706249159,0.0029404864373459125,0.12885606084536497,n.s.,674
41_Frontal_Operculum_Cortex_left.nii,0.010518252261600027,-0.0026243944291418145,0.013142646690741841,0.002119068982052839,0.00042468879041493706,0.009098876558254244,shift>drift,213
41_Frontal_Operculum_Cortex_right.nii,0.006558150535962567,-0.002630676998210934,0.0091888275341735,0.07032544782934924,0.056896288948551935,0.22909810139479383,n.s.,154
42_Central_Opercular_Cortex_left.nii,0.028459081064957887,-0.0008399249934732372,0.029299006058431123,2.556085803546069e-06,0.03775590571723584,2.3641207295396468e-05,shift>drift,401
42_Central_Opercular_Cortex_right.nii,0.01740292161647225,-0.004979269034714775,0.022382190651187024,7.008931148251931e-07,0.0007514722210155975,2.7853413330059655e-05,shift>drift,373
43_Parietal_Operculum_Cortex_left.nii,0.04923467109583236,2.6518050270126887e-05,0.049208153045562225,3.5585014971799404e-06,0.1909254419846481,2.723136750184857e-06,shift>drift,190
43_Parietal_Operculum_Cortex_right.nii,0.01678288782985313,0.001225187438903481,0.015557700390949648,0.00019557592794593827,0.006770866119827363,3.092944391595527e-05,shift>drift,156
44_Planum_Polare_left.nii,0.04318828402340981,0.0014960664943744354,0.041692217529035375,3.222080324190033e-07,0.2726954359385231,7.8938529128808e-06,shift>drift,147
44_Planum_Polare_right.nii,0.036790198571775456,-0.0027865646274251783,0.03957676319920064,1.2338683351448098e-07,0.213468555468668,2.178541624218435e-06,shift>drift,145
45_Heschl's_Gyrus_includes_H1_and_H2_left.nii,0.09036614237698264,-0.0025557110692695398,0.09292185344625219,5.388265349376205e-07,0.1037740846412209,5.951780388009075e-06,shift>drift,81
45_Heschl's_Gyrus_includes_H1_and_H2_right.nii,0.06305105953562795,-0.0028355616215102277,0.06588662115713821,6.440764760436581e-06,0.005370900194025931,7.608832460323937e-07,shift>drift,70
46_Planum_Temporale_left.nii,0.09208602742765967,0.003200039583470604,0.08888598784418907,7.484802928902311e-08,0.06518359716751312,5.172236045449327e-07,shift>drift,97
46_Planum_Temporale_right.nii,0.03894136238628536,-0.0005448740886348645,0.03948623647492022,7.510602496276219e-07,0.02249453403451949,4.887298151731608e-05,shift>drift,82
47_Supracalcarine_Cortex_left.nii,-0.008957791675496051,-0.017643663142866278,0.008685871467370227,0.24567171436080285,0.008991667215509803,0.3663325680758791,n.s.,50
47_Supracalcarine_Cortex_right.nii,0.004020060011449789,-0.011874501893349822,0.015894561904799615,0.06859679967201694,0.1625339957588125,0.2507526575990619,n.s.,23
48_Occipital_Pole_left.nii,-0.0021747052760456615,-0.002333780071801666,0.00015907479575600424,0.700436382526809,0.002249282446848391,0.06595175761314957,n.s.,835
48_Occipital_Pole_right.nii,0.0013784470672116944,-0.00525390230509968,0.0066323493723113745,0.5219037712808441,0.05179099799094996,0.031088281174237335,shift>drift,748
4_Left_Thalamus.nii,0.0002291059760511847,-0.0030044948543798532,0.0032336008304310383,0.3573836285175417,0.5045982578660368,0.27452921631972993,n.s.,123
4_Middle_Frontal_Gyrus_left.nii,0.002899284232722804,-0.0040006469029819185,0.006899931135704722,9.790578584812113e-06,0.015606014864370599,0.0003993688071047315,shift>drift,1180
4_Middle_Frontal_Gyrus_right.nii,0.001698095985915223,-0.006695233185607624,0.008393329171522846,0.0002515324001122177,0.007794969365682235,4.195159596622702e-05,shift>drift,1334
5_Inferior_Frontal_Gyrus_pars_triangularis_left.nii,0.0025805205466851774,-0.0004893718335673591,0.0030698923802525368,0.0007892852623309753,0.0030798416854059107,0.0015953207207774253,shift>drift,365
5_Inferior_Frontal_Gyrus_pars_triangularis_right.nii,0.01834456002277215,0.0008427936431228318,0.017501766379649317,0.00021446646118954943,0.03189010469530106,0.015599682690846816,shift>drift,314
5_Left_Caudate.nii,-0.00287446967990289,-0.007168390127172624,0.004293920447269735,0.39507738850671165,0.0012479439099598413,0.059928934740868085,n.s.,49
6_Inferior_Frontal_Gyrus_pars_opercularis_left.nii,0.006534534674941458,0.0024515031120569985,0.004083031562884458,0.0019039642152791354,0.01575237747323215,0.010381160778973294,shift>drift,331
6_Inferior_Frontal_Gyrus_pars_opercularis_right.nii,0.006487829051346044,-0.0067333242774425895,0.013221153328788633,0.008049344828060488,0.013850054050210324,0.001301137744417161,shift>drift,297
6_Left_Putamen.nii,-0.0042060355323707745,0.0013386056621706413,-0.005544641194541417,0.19784041157859253,0.9319590665902062,0.12309656182915692,n.s.,5
7_Left_Pallidum.nii,-0.002687926868133401,-0.0025356103504235827,-0.0001523165177098173,0.6058463780539095,0.9059710784950146,0.5831046501755257,n.s.,3
7_Precentral_Gyrus_left.nii,0.0033691555645327226,-0.0002662182393335025,0.003635373803866225,1.2859514602790724e-05,0.012127681129216777,0.000109605975254398,shift>drift,1674
7_Precentral_Gyrus_right.nii,-0.0015267268416829793,-0.0024344190579449975,0.0009076922162620177,0.000796060342900608,0.002596915760502947,0.05007087826051114,n.s.,1481
8_Temporal_Pole_left.nii,0.006981770125918939,0.0008679629274757526,0.006113807198443188,3.1152501529038757e-06,0.03752173756154617,1.921774016108535e-05,shift>drift,1249
8_Temporal_Pole_right.nii,0.007264431673458043,5.1501450258356567e-05,0.007212930223199685,0.00016139888826125919,0.0010082027255189016,0.0005278358041974659,shift>drift,1264
9_Left_Hippocampus.nii,-0.002065646243356298,-0.0031744922482609774,0.0011088460049046794,0.08157867054179094,0.002403478921256402,0.006947720649341809,shift>drift,258
9_Superior_Temporal_Gyrus_anterior_division_left.nii,0.10344207149099852,0.000726539189812768,0.10271553230118577,6.184007961923936e-08,0.007322213586007893,3.734174119443582e-07,shift>drift,128
9_Superior_Temporal_Gyrus_anterior_division_right.nii,0.07851761283182168,0.0004532906569570165,0.07806432217486466,1.647355094172928e-07,0.12090718034500104,3.7835142264763193e-07,shift>drift,132
