roi,n_vox,n_shift,n_drift,prop_shift,prop_drift
10_Left_Amygdala.nii,106,0,0,0.0,0.0
10_Superior_Temporal_Gyrus_posterior_division_left.nii,392,224,3,0.5714285714285714,0.007653061224489796
10_Superior_Temporal_Gyrus_posterior_division_right.nii,478,275,9,0.5753138075313807,0.01882845188284519
11_Middle_Temporal_Gyrus_anterior_division_left.nii,165,50,4,0.30303030303030304,0.024242424242424242
11_Middle_Temporal_Gyrus_anterior_division_right.nii,114,26,3,0.22807017543859648,0.02631578947368421
12_Middle_Temporal_Gyrus_posterior_division_left.nii,365,75,3,0.2054794520547945,0.00821917808219178
12_Middle_Temporal_Gyrus_posterior_division_right.nii,351,114,2,0.3247863247863248,0.005698005698005698
13_Middle_Temporal_Gyrus_temporooccipital_part_left.nii,341,27,14,0.07917888563049853,0.04105571847507331
13_Middle_Temporal_Gyrus_temporooccipital_part_right.nii,424,22,8,0.05188679245283019,0.018867924528301886
14_Inferior_Temporal_Gyrus_anterior_division_left.nii,89,1,3,0.011235955056179775,0.033707865168539325
14_Inferior_Temporal_Gyrus_anterior_division_right.nii,92,2,1,0.021739130434782608,0.010869565217391304
14_Right_Lateral_Ventricle.nii,272,3,7,0.011029411764705883,0.025735294117647058
15_Inferior_Temporal_Gyrus_posterior_division_left.nii,327,7,5,0.021406727828746176,0.01529051987767584
15_Inferior_Temporal_Gyrus_posterior_division_right.nii,325,18,5,0.055384615384615386,0.015384615384615385
15_Right_Thalamus.nii,80,0,3,0.0,0.0375
16_Inferior_Temporal_Gyrus_temporooccipital_part_left.nii,363,8,10,0.02203856749311295,0.027548209366391185
16_Inferior_Temporal_Gyrus_temporooccipital_part_right.nii,342,6,9,0.017543859649122806,0.02631578947368421
16_Right_Caudate.nii,45,1,0,0.022222222222222223,0.0
17_Postcentral_Gyrus_left.nii,1362,35,20,0.02569750367107195,0.014684287812041116
17_Postcentral_Gyrus_right.nii,1274,21,27,0.016483516483516484,0.02119309262166405
18_Superior_Parietal_Lobule_left.nii,726,4,17,0.005509641873278237,0.023415977961432508
18_Superior_Parietal_Lobule_right.nii,452,14,5,0.030973451327433628,0.011061946902654867
19_Right_Hippocampus.nii,262,6,4,0.022900763358778626,0.015267175572519083
19_Supramarginal_Gyrus_anterior_division_left.nii,401,4,17,0.00997506234413965,0.04239401496259352
19_Supramarginal_Gyrus_anterior_division_right.nii,360,4,4,0.011111111111111112,0.011111111111111112
1_Frontal_Pole_left.nii,3052,21,79,0.006880733944954129,0.025884665792922673
1_Frontal_Pole_right.nii,3841,70,99,0.01822442072376985,0.02577453788076022
20_Right_Amygdala.nii,149,8,4,0.053691275167785234,0.026845637583892617
20_Supramarginal_Gyrus_posterior_division_left.nii,433,88,15,0.20323325635103925,0.03464203233256351
20_Supramarginal_Gyrus_posterior_division_right.nii,725,172,23,0.23724137931034484,0.031724137931034485
21_Angular_Gyrus_left.nii,396,5,31,0.012626262626262626,0.07828282828282829
21_Angular_Gyrus_right.nii,577,14,9,0.024263431542461005,0.01559792027729636
22_Lateral_Occipital_Cortex_superior_division_left.nii,1929,16,75,0.00829445308449974,0.038880248833592534
22_Lateral_Occipital_Cortex_superior_division_right.nii,1841,34,115,0.018468223791417708,0.06246605105920695
23_Lateral_Occipital_Cortex_inferior_division_left.nii,858,34,10,0.039627039627039624,0.011655011655011656
23_Lateral_Occipital_Cortex_inferior_division_right.nii,779,7,16,0.008985879332477536,0.02053915275994865
24_Intracalcarine_Cortex_left.nii,190,0,6,0.0,0.031578947368421054
24_Intracalcarine_Cortex_right.nii,188,1,1,0.005319148936170213,0.005319148936170213
25_Frontal_Medial_Cortex_left.nii,117,2,1,0.017094017094017096,0.008547008547008548
25_Frontal_Medial_Cortex_right.nii,182,2,5,0.01098901098901099,0.027472527472527472
26_Juxtapositional_Lobule_Cortex_formerly_Supplementary_Motor_Cortex_left.nii,310,30,4,0.0967741935483871,0.012903225806451613
26_Juxtapositional_Lobule_Cortex_formerly_Supplementary_Motor_Cortex_right.nii,238,12,2,0.05042016806722689,0.008403361344537815
27_Subcallosal_Cortex_left.nii,290,7,4,0.02413793103448276,0.013793103448275862
27_Subcallosal_Cortex_right.nii,314,4,9,0.012738853503184714,0.028662420382165606
28_Paracingulate_Gyrus_left.nii,627,10,16,0.01594896331738437,0.025518341307814992
28_Paracingulate_Gyrus_right.nii,745,10,30,0.013422818791946308,0.040268456375838924
29_Cingulate_Gyrus_anterior_division_left.nii,452,1,8,0.0022123893805309734,0.017699115044247787
29_Cingulate_Gyrus_anterior_division_right.nii,518,7,9,0.013513513513513514,0.017374517374517374
2_Insular_Cortex_left.nii,579,14,10,0.024179620034542316,0.017271157167530225
2_Insular_Cortex_right.nii,507,22,17,0.04339250493096647,0.03353057199211045
30_Cingulate_Gyrus_posterior_division_left.nii,537,17,39,0.03165735567970205,0.07262569832402235
30_Cingulate_Gyrus_posterior_division_right.nii,499,28,20,0.056112224448897796,0.04008016032064128
31_Precuneous_Cortex_left.nii,1174,21,95,0.01788756388415673,0.08091993185689948
31_Precuneous_Cortex_right.nii,989,12,34,0.012133468149646108,0.034378159757330634
32_Cuneal_Cortex_left.nii,182,5,9,0.027472527472527472,0.04945054945054945
32_Cuneal_Cortex_right.nii,147,2,4,0.013605442176870748,0.027210884353741496
33_Frontal_Orbital_Cortex_left.nii,826,14,14,0.01694915254237288,0.01694915254237288
33_Frontal_Orbital_Cortex_right.nii,717,19,18,0.026499302649930265,0.02510460251046025
34_Parahippocampal_Gyrus_anterior_division_left.nii,578,7,9,0.012110726643598616,0.015570934256055362
34_Parahippocampal_Gyrus_anterior_division_right.nii,621,16,13,0.02576489533011272,0.020933977455716585
35_Parahippocampal_Gyrus_posterior_division_left.nii,328,5,6,0.01524390243902439,0.018292682926829267
35_Parahippocampal_Gyrus_posterior_division_right.nii,287,10,5,0.03484320557491289,0.017421602787456445
36_Lingual_Gyrus_left.nii,856,15,21,0.017523364485981307,0.02453271028037383
36_Lingual_Gyrus_right.nii,827,14,31,0.016928657799274487,0.037484885126964934
37_Temporal_Fusiform_Cortex_anterior_division_left.nii,178,4,3,0.02247191011235955,0.016853932584269662
37_Temporal_Fusiform_Cortex_anterior_division_right.nii,157,2,4,0.012738853503184714,0.025477707006369428
38_Temporal_Fusiform_Cortex_posterior_division_left.nii,455,6,12,0.013186813186813187,0.026373626373626374
